Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Transcription start site (TSS)
ENSDARG00000101312	4	46981658	47068195	1	46981658
ENSDARG00000101312	4	46981658	47068195	1	46981658
ENSDARG00000007370	7	25558275	25697285	-1	25693760
ENSDARG00000007370	7	25558275	25697285	-1	25697285
ENSDARG00000090876	3	2572267	2593859	-1	2593859
ENSDARG00000090876	3	2572267	2593859	-1	2589704
ENSDARG00000090876	3	2572267	2593859	-1	2591942
ENSDARG00000090876	3	2572267	2593859	-1	2592350
ENSDARG00000079361	1	8673061	8691969	-1	8691969
ENSDARG00000079829	16	8668519	8670413	1	8668519
ENSDARG00000058058	8	13978486	13985032	-1	13985032
ENSDARG00000115298	11	12528381	12530304	-1	12530304
ENSDARG00000115298	11	12528381	12530304	-1	12530123
ENSDARG00000010583	2	43204919	43389248	1	43279601
ENSDARG00000010583	2	43204919	43389248	1	43204977
ENSDARG00000010583	2	43204919	43389248	1	43204977
ENSDARG00000010583	2	43204919	43389248	1	43205021
ENSDARG00000010583	2	43204919	43389248	1	43204919
ENSDARG00000002411	11	6684968	6794144	1	6764207
ENSDARG00000002411	11	6684968	6794144	1	6684968
ENSDARG00000002411	11	6684968	6794144	1	6739433
ENSDARG00000002411	11	6684968	6794144	1	6752468
ENSDARG00000002411	11	6684968	6794144	1	6752468
ENSDARG00000101351	4	56090842	56103095	-1	56103062
ENSDARG00000101351	4	56090842	56103095	-1	56103095
ENSDARG00000103914	2	51088448	51096647	-1	51096647
ENSDARG00000103914	2	51088448	51096647	-1	51095743
ENSDARG00000039851	16	51154918	51178268	1	51154918
ENSDARG00000039851	16	51154918	51178268	1	51159775
ENSDARG00000099509	19	4038589	4047224	1	4038589
ENSDARG00000053136	4	12785964	12795489	-1	12795030
ENSDARG00000053136	4	12785964	12795489	-1	12795436
ENSDARG00000053136	4	12785964	12795489	-1	12794182
ENSDARG00000053136	4	12785964	12795489	-1	12795489
ENSDARG00000053136	4	12785964	12795489	-1	12794045
ENSDARG00000053136	4	12785964	12795489	-1	12794045
ENSDARG00000025948	13	42602406	42617639	1	42602409
ENSDARG00000025948	13	42602406	42617639	1	42602406
ENSDARG00000098569	4	46808017	46809187	-1	46809187
ENSDARG00000056656	7	26762717	26837282	1	26762958
ENSDARG00000056656	7	26762717	26837282	1	26762990
ENSDARG00000056656	7	26762717	26837282	1	26762717
ENSDARG00000078299	2	7213146	7236294	1	7213219
ENSDARG00000078299	2	7213146	7236294	1	7213146
ENSDARG00000067549	5	8832299	8910703	-1	8910703
ENSDARG00000067549	5	8832299	8910703	-1	8907819
ENSDARG00000110323	4	56059807	56151174	-1	56083825
ENSDARG00000110323	4	56059807	56151174	-1	56151174
ENSDARG00000029500	7	59649399	59664545	1	59649399
ENSDARG00000029500	7	59649399	59664545	1	59649399
ENSDARG00000029500	7	59649399	59664545	1	59649434
ENSDARG00000029500	7	59649399	59664545	1	59659434
ENSDARG00000029500	7	59649399	59664545	1	59649746
ENSDARG00000099926	4	47174366	47175271	1	47174366
ENSDARG00000099052	2	36206362	36206859	-1	36206859
ENSDARG00000101470	5	53998978	54000467	-1	54000467
ENSDARG00000101470	5	53998978	54000467	-1	54000441
ENSDARG00000058606	9	9112159	9122562	1	9118553
ENSDARG00000058606	9	9112159	9122562	1	9112943
ENSDARG00000058606	9	9112159	9122562	1	9116996
ENSDARG00000058606	9	9112159	9122562	1	9112159
ENSDARG00000100260	2	51098549	51109476	-1	51109476
ENSDARG00000011553	8	25329032	25338709	-1	25338709
ENSDARG00000011553	8	25329032	25338709	-1	25336150
ENSDARG00000011553	8	25329032	25338709	-1	25336173
ENSDARG00000011553	8	25329032	25338709	-1	25336589
ENSDARG00000007614	25	36960724	37071036	-1	36975214
ENSDARG00000007614	25	36960724	37071036	-1	37071036
ENSDARG00000100516	2	36209068	36209415	-1	36209415
ENSDARG00000089383	11	29965822	29972154	1	29965822
ENSDARG00000055075	12	23812530	23935333	1	23923325
ENSDARG00000055075	12	23812530	23935333	1	23838799
ENSDARG00000055075	12	23812530	23935333	1	23850661
ENSDARG00000055075	12	23812530	23935333	1	23875318
ENSDARG00000055075	12	23812530	23935333	1	23892972
ENSDARG00000055075	12	23812530	23935333	1	23912074
ENSDARG00000055075	12	23812530	23935333	1	23812530
ENSDARG00000055075	12	23812530	23935333	1	23866368
ENSDARG00000055075	12	23812530	23935333	1	23866368
ENSDARG00000004282	11	457423	472547	-1	472547
ENSDARG00000087054	1	58242498	58257899	1	58242498
ENSDARG00000092072	23	42524992	42545825	1	42524992
ENSDARG00000035634	5	12528693	12549732	1	12541448
ENSDARG00000035634	5	12528693	12549732	1	12528693
ENSDARG00000035634	5	12528693	12549732	1	12530402
ENSDARG00000035634	5	12528693	12549732	1	12528769
ENSDARG00000069101	20	45643823	45661053	-1	45661053
ENSDARG00000069101	20	45643823	45661053	-1	45661049
ENSDARG00000095614	2	1001560	1117886	1	1001560
ENSDARG00000095614	2	1001560	1117886	1	1002104
ENSDARG00000053424	8	4333914	4359475	1	4333914
ENSDARG00000053424	8	4333914	4359475	1	4337312
ENSDARG00000033854	19	46768266	46777963	-1	46777963
ENSDARG00000033854	19	46768266	46777963	-1	46775562
ENSDARG00000045249	12	3871452	3909738	1	3871452
ENSDARG00000045249	12	3871452	3909738	1	3875901
ENSDARG00000093891	23	18610016	18611010	-1	18611010
ENSDARG00000059832	13	38302665	38593701	1	38430466
ENSDARG00000059832	13	38302665	38593701	1	38520927
ENSDARG00000059832	13	38302665	38593701	1	38521152
ENSDARG00000059832	13	38302665	38593701	1	38302665
ENSDARG00000059832	13	38302665	38593701	1	38520927
ENSDARG00000045257	24	37709191	37721739	1	37718817
ENSDARG00000045257	24	37709191	37721739	1	37709191
ENSDARG00000045257	24	37709191	37721739	1	37709271
ENSDARG00000045514	4	25173299	25181552	-1	25181552
ENSDARG00000039626	5	58372164	58382655	1	58372223
ENSDARG00000039626	5	58372164	58382655	1	58372164
ENSDARG00000005356	17	10501647	10553538	1	10501647
ENSDARG00000060837	21	34132747	34211658	1	34132747
ENSDARG00000060837	21	34132747	34211658	1	34167143
ENSDARG00000060837	21	34132747	34211658	1	34167178
ENSDARG00000070583	17	43297456	43400039	-1	43399919
ENSDARG00000070583	17	43297456	43400039	-1	43400039
ENSDARG00000070583	17	43297456	43400039	-1	43399896
ENSDARG00000070583	17	43297456	43400039	-1	43391499
ENSDARG00000103127	16	33938227	33943728	1	33938227
ENSDARG00000103127	16	33938227	33943728	1	33939990
ENSDARG00000036104	19	24640467	24745894	-1	24745317
ENSDARG00000036104	19	24640467	24745894	-1	24745894
ENSDARG00000045485	4	20507105	20521441	-1	20521441
ENSDARG00000045485	4	20507105	20521441	-1	20511595
ENSDARG00000093561	20	15891961	15895108	1	15891961
ENSDARG00000029250	5	18912950	18924834	-1	18924834
ENSDARG00000077226	3	19245804	19282525	1	19245804
ENSDARG00000077226	3	19245804	19282525	1	19248973
ENSDARG00000063466	11	474433	486532	-1	486328
ENSDARG00000063466	11	474433	486532	-1	486532
ENSDARG00000061909	14	2382690	2400668	-1	2400269
ENSDARG00000061909	14	2382690	2400668	-1	2400668
ENSDARG00000061909	14	2382690	2400668	-1	2400668
ENSDARG00000074688	12	27034594	27061336	1	27034760
ENSDARG00000074688	12	27034594	27061336	1	27055900
ENSDARG00000074688	12	27034594	27061336	1	27034594
ENSDARG00000074688	12	27034594	27061336	1	27034760
ENSDARG00000094852	5	24252459	24259292	-1	24259292
ENSDARG00000060494	17	39697621	39739994	1	39697621
ENSDARG00000060494	17	39697621	39739994	1	39697621
ENSDARG00000006408	21	34119759	34129776	1	34119759
ENSDARG00000006408	21	34119759	34129776	1	34119857
ENSDARG00000006408	21	34119759	34129776	1	34122801
ENSDARG00000081299	3	15694215	15706767	-1	15706767
ENSDARG00000081299	3	15694215	15706767	-1	15697300
ENSDARG00000095808	16	6588022	6591170	-1	6591170
ENSDARG00000095808	16	6588022	6591170	-1	6590352
ENSDARG00000095808	16	6588022	6591170	-1	6590763
ENSDARG00000095808	16	6588022	6591170	-1	6590430
ENSDARG00000095980	4	14107775	14112068	-1	14112053
ENSDARG00000095980	4	14107775	14112068	-1	14112068
ENSDARG00000093850	22	10300526	10301424	1	10300526
ENSDARG00000006944	12	3893032	3904011	-1	3904011
ENSDARG00000006944	12	3893032	3904011	-1	3903886
ENSDARG00000037603	14	8619126	8625845	-1	8625845
ENSDARG00000100138	5	54024166	54025897	-1	54025897
ENSDARG00000016999	19	15440841	15473157	1	15443381
ENSDARG00000016999	19	15440841	15473157	1	15444210
ENSDARG00000016999	19	15440841	15473157	1	15443353
ENSDARG00000016999	19	15440841	15473157	1	15441022
ENSDARG00000016999	19	15440841	15473157	1	15441119
ENSDARG00000016999	19	15440841	15473157	1	15443063
ENSDARG00000016999	19	15440841	15473157	1	15443540
ENSDARG00000016999	19	15440841	15473157	1	15440841
ENSDARG00000093219	3	15691303	15719823	1	15691303
ENSDARG00000053240	17	48745740	48805159	-1	48805159
ENSDARG00000076484	22	10281420	10354381	-1	10354381
ENSDARG00000079034	7	20577694	20582921	-1	20582842
ENSDARG00000079034	7	20577694	20582921	-1	20582473
ENSDARG00000079034	7	20577694	20582921	-1	20582921
ENSDARG00000079034	7	20577694	20582921	-1	20579233
ENSDARG00000037116	13	30804367	30819715	1	30804367
ENSDARG00000052192	6	140121	141697	-1	141564
ENSDARG00000052192	6	140121	141697	-1	141697
ENSDARG00000040453	9	23813593	23824290	-1	23816939
ENSDARG00000040453	9	23813593	23824290	-1	23824290
ENSDARG00000059029	15	1778773	1822548	-1	1822166
ENSDARG00000059029	15	1778773	1822548	-1	1822548
ENSDARG00000059029	15	1778773	1822548	-1	1822548
ENSDARG00000003259	10	7738540	7756876	-1	7756871
ENSDARG00000003259	10	7738540	7756876	-1	7756876
ENSDARG00000003259	10	7738540	7756876	-1	7756865
ENSDARG00000086259	4	14106511	14108810	1	14106511
ENSDARG00000045506	25	19870603	19936598	1	19870603
ENSDARG00000045506	25	19870603	19936598	1	19870872
ENSDARG00000045506	25	19870603	19936598	1	19913611
ENSDARG00000053131	4	12782134	12790990	-1	12790971
ENSDARG00000053131	4	12782134	12790990	-1	12790886
ENSDARG00000053131	4	12782134	12790990	-1	12790990
ENSDARG00000021242	3	15708419	15734530	-1	15734358
ENSDARG00000021242	3	15708419	15734530	-1	15734530
ENSDARG00000011665	3	39566999	39577052	1	39568290
ENSDARG00000011665	3	39566999	39577052	1	39568488
ENSDARG00000011665	3	39566999	39577052	1	39566999
ENSDARG00000055652	12	13973058	14078070	-1	14078070
ENSDARG00000055652	12	13973058	14078070	-1	14050489
ENSDARG00000055652	12	13973058	14078070	-1	14078066
ENSDARG00000061446	19	38387255	38419575	-1	38419575
ENSDARG00000058608	5	12549551	12560569	-1	12560569
ENSDARG00000102025	6	24660817	24698140	1	24661736
ENSDARG00000102025	6	24660817	24698140	1	24660817
ENSDARG00000111029	1	44249616	44251595	1	44249616
ENSDARG00000058930	6	7287102	7292221	-1	7292221
ENSDARG00000058930	6	7287102	7292221	-1	7292221
ENSDARG00000100108	15	1765988	1795631	1	1766734
ENSDARG00000100108	15	1765988	1795631	1	1765988
ENSDARG00000104812	20	35382438	35382617	1	35382438
ENSDARG00000099312	3	6380160	6417328	-1	6417280
ENSDARG00000099312	3	6380160	6417328	-1	6417328
ENSDARG00000058876	2	3630307	3678029	-1	3678029
ENSDARG00000058876	2	3630307	3678029	-1	3654983
ENSDARG00000023228	20	35382482	35429737	1	35382482
ENSDARG00000043864	18	1158197	1228688	-1	1185772
ENSDARG00000043864	18	1158197	1228688	-1	1228688
ENSDARG00000009473	8	23703464	23726040	1	23703680
ENSDARG00000009473	8	23703464	23726040	1	23703698
ENSDARG00000009473	8	23703464	23726040	1	23703464
ENSDARG00000009473	8	23703464	23726040	1	23709280
ENSDARG00000009473	8	23703464	23726040	1	23711842
ENSDARG00000095276	13	42597760	42602408	-1	42602408
ENSDARG00000056979	22	23238790	23253481	-1	23253481
ENSDARG00000056979	22	23238790	23253481	-1	23253252
ENSDARG00000040157	11	3971716	3987885	-1	3987885
ENSDARG00000040157	11	3971716	3987885	-1	3984481
ENSDARG00000040157	11	3971716	3987885	-1	3987809
ENSDARG00000099091	5	58416335	58417513	1	58416335
ENSDARG00000036558	9	41821613	41979505	1	41914378
ENSDARG00000036558	9	41821613	41979505	1	41821613
ENSDARG00000036558	9	41821613	41979505	1	41914378
ENSDARG00000087297	16	46553980	46558708	-1	46558708
ENSDARG00000087297	16	46553980	46558708	-1	46558521
ENSDARG00000105363	16	8673636	8681178	1	8677112
ENSDARG00000105363	16	8673636	8681178	1	8673636
ENSDARG00000018325	1	49415281	49432147	1	49415281
ENSDARG00000103642	3	13624815	13633331	1	13624815
ENSDARG00000068814	18	14684115	14688438	1	14684115
ENSDARG00000058937	6	7299194	7306056	-1	7306056
ENSDARG00000005800	7	66836476	66868543	-1	66868543
ENSDARG00000005800	7	66836476	66868543	-1	66864756
ENSDARG00000005800	7	66836476	66868543	-1	66864756
ENSDARG00000099715	16	46530244	46567344	-1	46567136
ENSDARG00000099715	16	46530244	46567344	-1	46567344
ENSDARG00000103545	2	14207559	14272083	-1	14272083
ENSDARG00000103545	2	14207559	14272083	-1	14272075
ENSDARG00000103545	2	14207559	14272083	-1	14271874
ENSDARG00000103566	11	44637516	44647315	-1	44647315
ENSDARG00000103566	11	44637516	44647315	-1	44647286
ENSDARG00000095394	18	1154189	1161814	1	1154192
ENSDARG00000095394	18	1154189	1161814	1	1154189
ENSDARG00000062206	19	26869428	26923957	-1	26917550
ENSDARG00000062206	19	26869428	26923957	-1	26923273
ENSDARG00000062206	19	26869428	26923957	-1	26923957
ENSDARG00000059337	24	9287409	9300160	-1	9294134
ENSDARG00000059337	24	9287409	9300160	-1	9300160
ENSDARG00000059337	24	9287409	9300160	-1	9291857
ENSDARG00000037865	3	39579393	39599339	1	39579393
ENSDARG00000099410	22	2129384	2130429	1	2129648
ENSDARG00000099410	22	2129384	2130429	1	2129635
ENSDARG00000099410	22	2129384	2130429	1	2129629
ENSDARG00000099410	22	2129384	2130429	1	2129527
ENSDARG00000099410	22	2129384	2130429	1	2129527
ENSDARG00000099410	22	2129384	2130429	1	2129488
ENSDARG00000099410	22	2129384	2130429	1	2129510
ENSDARG00000099410	22	2129384	2130429	1	2129384
ENSDARG00000097561	8	26329818	26368366	-1	26368366
ENSDARG00000074851	22	5320415	5323482	-1	5323482
ENSDARG00000006514	6	36551083	36552844	-1	36552844
ENSDARG00000006514	6	36551083	36552844	-1	36552747
ENSDARG00000031876	16	25388503	25393699	-1	25393699
ENSDARG00000036818	8	26373149	26381305	1	26373149
ENSDARG00000101094	22	36944527	37007365	-1	36996856
ENSDARG00000101094	22	36944527	37007365	-1	37007365
ENSDARG00000105108	1	44256883	44259377	1	44256883
ENSDARG00000101704	2	51183320	51199922	1	51183320
ENSDARG00000101704	2	51183320	51199922	1	51194657
ENSDARG00000013524	23	42643960	42666469	1	42652877
ENSDARG00000013524	23	42643960	42666469	1	42643960
ENSDARG00000069781	18	1145571	1154477	1	1145571
ENSDARG00000088549	18	6126506	6143192	1	6126506
ENSDARG00000060868	12	33541600	33558879	-1	33558879
ENSDARG00000060868	12	33541600	33558879	-1	33558727
ENSDARG00000074582	14	22591624	22708777	1	22591624
ENSDARG00000074582	14	22591624	22708777	1	22680485
ENSDARG00000077622	10	26813710	26822190	1	26813710
ENSDARG00000112081	1	44260085	44262063	1	44260085
ENSDARG00000033184	8	26329482	26369115	1	26329482
ENSDARG00000092242	1	11595798	11596829	-1	11596829
ENSDARG00000104557	7	20536258	20574417	-1	20562735
ENSDARG00000104557	7	20536258	20574417	-1	20574417
ENSDARG00000020642	9	25840720	25913984	1	25840720
ENSDARG00000020642	9	25840720	25913984	1	25853052
ENSDARG00000090986	14	8638353	8701879	1	8638353
ENSDARG00000087187	8	7205524	7308373	-1	7232413
ENSDARG00000087187	8	7205524	7308373	-1	7308373
ENSDARG00000087187	8	7205524	7308373	-1	7207002
ENSDARG00000087187	8	7205524	7308373	-1	7308373
ENSDARG00000087187	8	7205524	7308373	-1	7297218
ENSDARG00000097719	18	1151453	1158444	-1	1158444
ENSDARG00000097719	18	1151453	1158444	-1	1158444
ENSDARG00000091655	18	6145307	6155072	-1	6151793
ENSDARG00000091655	18	6145307	6155072	-1	6155072
ENSDARG00000095557	22	18247292	18280440	1	18247292
ENSDARG00000095557	22	18247292	18280440	1	18253158
ENSDARG00000011493	24	39518774	39535255	1	39518774
ENSDARG00000098443	7	10562118	10583151	1	10562118
ENSDARG00000098443	7	10562118	10583151	1	10563030
ENSDARG00000098443	7	10562118	10583151	1	10578349
ENSDARG00000098443	7	10562118	10583151	1	10563017
ENSDARG00000098443	7	10562118	10583151	1	10562118
ENSDARG00000098410	7	20563305	20577607	1	20563305
ENSDARG00000098410	7	20563305	20577607	1	20571991
ENSDARG00000035570	5	25726479	25733745	-1	25733745
ENSDARG00000013024	10	2899108	2921297	1	2899108
ENSDARG00000095581	2	41945975	41946896	-1	41946896
ENSDARG00000043593	8	11779547	11835607	-1	11832773
ENSDARG00000043593	8	11779547	11835607	-1	11832771
ENSDARG00000043593	8	11779547	11835607	-1	11834599
ENSDARG00000043593	8	11779547	11835607	-1	11835607
ENSDARG00000043593	8	11779547	11835607	-1	11832771
ENSDARG00000043593	8	11779547	11835607	-1	11833150
ENSDARG00000043593	8	11779547	11835607	-1	11834287
ENSDARG00000043593	8	11779547	11835607	-1	11833150
ENSDARG00000027082	17	16298122	16324565	-1	16324565
ENSDARG00000075622	16	46567408	46573211	-1	46572834
ENSDARG00000075622	16	46567408	46573211	-1	46573211
ENSDARG00000016238	23	4253957	4259712	1	4253957
ENSDARG00000010619	20	1423192	1439256	-1	1439256
ENSDARG00000028295	8	23725957	23731213	1	23726708
ENSDARG00000028295	8	23725957	23731213	1	23726244
ENSDARG00000028295	8	23725957	23731213	1	23725957
ENSDARG00000101877	11	44617021	44637842	1	44617021
ENSDARG00000101877	11	44617021	44637842	1	44622472
ENSDARG00000101877	11	44617021	44637842	1	44622476
ENSDARG00000101877	11	44617021	44637842	1	44622019
ENSDARG00000101877	11	44617021	44637842	1	44622483
ENSDARG00000034989	9	44994214	44998722	1	44996269
ENSDARG00000034989	9	44994214	44998722	1	44995647
ENSDARG00000034989	9	44994214	44998722	1	44994214
ENSDARG00000095991	1	53364510	53368034	1	53364510
ENSDARG00000092042	8	31438472	31440158	1	31438472
ENSDARG00000054320	3	32365811	32401481	1	32365811
ENSDARG00000054320	3	32365811	32401481	1	32389560
ENSDARG00000054320	3	32365811	32401481	1	32389904
ENSDARG00000054320	3	32365811	32401481	1	32391540
ENSDARG00000054320	3	32365811	32401481	1	32396741
ENSDARG00000041631	18	17707688	17724295	-1	17721810
ENSDARG00000041631	18	17707688	17724295	-1	17712667
ENSDARG00000041631	18	17707688	17724295	-1	17724295
ENSDARG00000093517	2	59163700	59164650	1	59163700
ENSDARG00000093549	8	31435452	31443334	1	31435452
ENSDARG00000093549	8	31435452	31443334	1	31435613
ENSDARG00000093549	8	31435452	31443334	1	31435603
ENSDARG00000094357	1	55947389	55947671	-1	55947671
ENSDARG00000035765	15	6678521	6727082	1	6678521
ENSDARG00000020454	18	44615591	44623675	-1	44623595
ENSDARG00000020454	18	44615591	44623675	-1	44623675
ENSDARG00000013317	7	22823889	22852189	1	22849657
ENSDARG00000013317	7	22823889	22852189	1	22823898
ENSDARG00000013317	7	22823889	22852189	1	22823974
ENSDARG00000013317	7	22823889	22852189	1	22823889
ENSDARG00000007405	4	16876831	16883051	-1	16883051
ENSDARG00000096429	6	7313548	7322193	-1	7322193
ENSDARG00000006896	10	9372702	9395220	1	9372702
ENSDARG00000055791	7	20535869	20542545	1	20535869
ENSDARG00000038910	2	25108569	25120197	-1	25120197
ENSDARG00000078605	6	8393378	8407406	-1	8407406
ENSDARG00000078605	6	8393378	8407406	-1	8399486
ENSDARG00000095909	3	10179191	10186353	-1	10186353
ENSDARG00000089901	8	22490069	22499940	1	22490069
ENSDARG00000089901	8	22490069	22499940	1	22491947
ENSDARG00000102081	12	465701	528026	1	465701
ENSDARG00000102081	12	465701	528026	1	509947
ENSDARG00000102081	12	465701	528026	1	499881
ENSDARG00000102081	12	465701	528026	1	466324
ENSDARG00000103852	2	51220283	51223658	-1	51221198
ENSDARG00000103852	2	51220283	51223658	-1	51223658
ENSDARG00000043687	20	9124369	9125663	1	9124369
ENSDARG00000007275	8	47633438	47665026	1	47633438
ENSDARG00000092914	2	59171268	59171938	1	59171268
ENSDARG00000097900	9	21495873	21496699	1	21495873
ENSDARG00000057000	23	20563779	20636740	1	20563779
ENSDARG00000079575	9	21490822	21507083	-1	21507083
ENSDARG00000079575	9	21490822	21507083	-1	21498880
ENSDARG00000026028	9	32109911	32158288	-1	32142311
ENSDARG00000026028	9	32109911	32158288	-1	32158288
ENSDARG00000062765	10	20543279	20588889	-1	20588787
ENSDARG00000062765	10	20543279	20588889	-1	20588889
ENSDARG00000062765	10	20543279	20588889	-1	20588889
ENSDARG00000053636	25	3844582	3867990	-1	3867990
